,company,index,company_size,company_year_founded,company_type,company_industry,company_revenue,company_review,company_interview_difficulty,company_benefits,company_location
1296,Central Dynamics,1296,,,,,,,,,
1297,Levi Strauss,1297,10000+ Employees,1853,Company - Public,"Department, Clothing, & Shoe Stores",$2 to $5 billion (USD),, 2.4,3.5,"San Francisco, CA"
1298,Bell Laboratories,1298,,,,,,,,,
1299,Movoto Real Estate,1299,201 to 500 Employees,2004,Company - Private,Real Estate,$10 to $25 million (USD),, 2.5,3.7,"San Mateo, CA"
1300,National Grid,1300,10000+ Employees,1990,Company - Public,Utilities,$5 to $10 billion (USD),, 2.9,4.0,"Waltham, MA"
1301,Xyant Technology,1301,1 to 50 Employees,null,Company - Private,Computer Hardware & Software,$1 to $5 million (USD),, 2.5,,"Norman, OK"
1302,AI.,1302,1001 to 5000 Employees,null,Company - Private,Architectural & Engineering Services,$2 to $5 billion (USD),,,5.0,"New York, NY"
1303,DataEconomy,1303,1 to 50 Employees,2018,Company - Public,,$1 to $5 million (USD),,,,"Dublin, OH"
1304,12 Sigma Technologies,1304,,,,,,,,,
1305,Bechtel,1305,10000+ Employees,1898,Company - Private,Architectural & Engineering Services,$10+ billion (USD),, 2.7,4.0,"Reston, VA"
1306,MediaBrix,1306,,,,,,,,3.0,
1307,Sabre,1307,5001 to 10000 Employees,1960,Company - Public,Enterprise Software & Network Solutions,$2 to $5 billion (USD),, 2.8,3.7,"Southlake, TX"
1308,neighborhoods.com,1308,51 to 200 Employees,2007,Company - Private,Real Estate,Unknown / Non-Applicable,, 2.7,4.6,"Chicago, IL"
1309,Business Integra,1309,51 to 200 Employees,2001,Company - Private,Consulting,Less than $1 million (USD),, 2.3,2.3,"Greenbelt, MD"
1310,Amitree,1310,1 to 50 Employees,2013,Company - Private,Computer Hardware & Software,Unknown / Non-Applicable,, 1.8,5.0,"San Francisco, CA"
1311,Bankers Healthcare Group,1311,501 to 1000 Employees,2001,Company - Private,Lending,$100 to $500 million (USD),, 2.5,4.5,"Davie, FL"
1312,U.Group,1312,201 to 500 Employees,2019,Company - Private,IT Services,$25 to $50 million (USD),, 2.0,3.0,"Arlington, VA"
1313,Graph Concepts,1313,,,,,,,,,
1314,Amtrak,1314,10000+ Employees,1971,Other Organization,Transportation Management,$2 to $5 billion (USD),, 2.8,3.7,"Washington, DC"
1315,Hitachi America,1315,10000+ Employees,1910,Company - Public,Enterprise Software & Network Solutions,$10+ billion (USD),, 2.7,4.1,"Tokyo, Japan"
1316,Swish Analytics,1316,1 to 50 Employees,2014,Company - Private,Gambling,Unknown / Non-Applicable,, 3.0,,"San Francisco, CA"
1317,Zoetis,1317,5001 to 10000 Employees,2013,Company - Public,Biotech & Pharmaceuticals,$5 to $10 billion (USD),, 2.9,4.0,"Parsippany, NJ"
1318,CLOUDRAY,1318,51 to 200 Employees,2008,Company - Private,IT Services,$5 to $10 million (USD),, 1.0,5.0,"Cranbury, NJ"
1319,SalesLoft,1319,201 to 500 Employees,2011,Company - Private,Enterprise Software & Network Solutions,$50 to $100 million (USD),, 3.4,4.7,"Atlanta, GA"
1320,OpenFin,1320,51 to 200 Employees,2010,Company - Private,Investment Banking & Asset Management,Unknown / Non-Applicable,,,,"New York, NY"
1321,Virgin America,1321,1001 to 5000 Employees,2004,Company - Public,Airlines,$1 to $2 billion (USD),, 2.7,4.0,"Burlingame, CA"
1322,Rapidminer,1322,51 to 200 Employees,2007,Company - Private,Computer Hardware & Software,$10 to $25 million (USD),, 2.3,3.7,"Boston, MA"
1323,Fiksu,1323,1 to 50 Employees,null,Company - Private,Computer Hardware & Software,$10 to $25 million (USD),, 3.0,3.9,"Boston, MA"
1324,Redhorse Corporation,1324,51 to 200 Employees,2008,Company - Private,IT Services,$25 to $50 million (USD),, 2.5,2.8,"San Diego, CA"
1325,Los Angeles Times,1325,1001 to 5000 Employees,1881,Company - Private,Publishing,$100 to $500 million (USD),, 2.7,3.9,"Los Angeles, CA"
1326,Apixio,1326,51 to 200 Employees,2009,Company - Private,Enterprise Software & Network Solutions,$25 to $50 million (USD),, 3.0,4.8,"San Mateo, CA"
1327,Cerego,1327,1 to 50 Employees,null,Company - Private,Computer Hardware & Software,Unknown / Non-Applicable,, 2.3,5.0,"San Francisco, CA"
1328,ABC,1328,10000+ Employees,1996,Subsidiary or Business Segment,TV Broadcast & Cable Networks,$2 to $5 billion (USD),, 2.7,3.8,"New York, NY"
1329,Analysis Group,1329,1001 to 5000 Employees,1981,Private Practice / Firm,Consulting,$100 to $500 million (USD),, 3.0,4.4,"Boston, MA"
1330,TransLoc,1330,51 to 200 Employees,2004,Company - Private,Internet,Unknown / Non-Applicable,, 2.7,4.4,"Durham, NC"
1331,A9.com,1331,201 to 500 Employees,2003,Subsidiary or Business Segment,Internet,Unknown / Non-Applicable,, 3.0,3.5,"Palo Alto, CA"
1332,National Fire Protection Association,1332,201 to 500 Employees,1896,Nonprofit Organization,Social Assistance,$50 to $100 million (USD),, 2.9,4.1,"Quincy, MA"
1333,Voxer,1333,1 to 50 Employees,2007,Company - Private,Telecommunications Services,$1 to $5 million (USD),, 3.8,5.0,"San Francisco, CA"
1334,Tribe Dynamics,1334,1 to 50 Employees,2012,Company - Private,Advertising & Marketing,Unknown / Non-Applicable,, 2.2,5.0,"San Francisco, CA"
1335,Sanchez Oil & Gas,1335,201 to 500 Employees,1972,Company - Private,Oil & Gas Exploration & Production,Unknown / Non-Applicable,,,3.5,"Houston, TX"
1336,Featurespace,1336,201 to 500 Employees,2005,Company - Private,Security Services,$10 to $25 million (USD),, 2.9,5.0,"Cambridge, United Kingdom"
1337,Maritz,1337,1001 to 5000 Employees,1894,Company - Private,Advertising & Marketing,$1 to $2 billion (USD),, 2.5,3.1,"Fenton, MO"
1338,U.S. Department of Transportation,1338,10000+ Employees,1967,Government,Federal Agencies,$10+ billion (USD),, 2.6,4.3,"Washington, DC"
1339,Cityglobe,1339,,,,,,,,,
1340,Rho AI,1340,1 to 50 Employees,2012,Company - Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,, 4.0,0.0,"Evanston, WY"
1341,Immersion Corporation,1341,51 to 200 Employees,1993,Company - Public,Computer Hardware & Software,$50 to $100 million (USD),, 2.5,3.6,"San Jose, CA"
1342,dotData,1342,1 to 50 Employees,2018,Company - Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,,,,"San Mateo, CA"
1343,Stealthbits Technologies,1343,51 to 200 Employees,2001,Company - Private,Enterprise Software & Network Solutions,$25 to $50 million (USD),, 3.0,2.5,"Hawthorne, NJ"
1344,Storm8,1344,201 to 500 Employees,2009,Company - Private,Video Games,Unknown / Non-Applicable,, 3.2,4.3,"Redwood City, CA"
1345,GoPro,1345,1001 to 5000 Employees,2003,Company - Public,Consumer Products Manufacturing,$1 to $2 billion (USD),, 2.6,4.2,"San Mateo, CA"
1346,Enron,1346,,,,,,,,,
1347,Corona Environmental Consulting,1347,,,,,,,,4.0,
1348,Sanofi,1348,10000+ Employees,1973,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),3.9, 2.9,4.2,"Paris, France"
1349,EGlobalTech,1349,201 to 500 Employees,2004,Company - Private,IT Services,Unknown / Non-Applicable,3.6, 2.8,3.2,"Vienna, VA"
1350,DeepMacro,1350,,,,,,0.0,,,
1351,Intertrust Technologies,1351,51 to 200 Employees,1990,Company - Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,, 2.6,3.0,"Sunnyvale, CA"
1352,Strategic Insight (New York),1352,51 to 200 Employees,null,Company - Private,Investment Banking & Asset Management,$5 to $10 million (USD),3.0, 2.9,3.8,"New York, NY"
1353,EZCORP,1353,5001 to 10000 Employees,1978,Company - Public,Lending,$1 to $2 billion (USD),2.7, 2.4,3.1,"Austin, TX"
1354,Quixey,1354,51 to 200 Employees,2009,Company - Private,Computer Hardware & Software,$10 to $25 million (USD),3.2, 2.6,4.6,"Mountain View, CA"
1355,1901 Group,1355,51 to 200 Employees,2009,Company - Private,IT Services,$10 to $25 million (USD),3.3, 2.4,4.6,"Blacksburg, VA"
1356,BCBG,1356,501 to 1000 Employees,1989,Company - Public,Other Retail Stores,$100 to $500 million (USD),3.0, 2.4,3.1,"Los Angeles, CA"
1357,Avenue Code,1357,201 to 500 Employees,2008,Company - Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,4.0, 3.1,3.3,"San Francisco, CA"
1358,Xyz,1358,,,,,,,,,
1359,Brooksource,1359,501 to 1000 Employees,2000,Company - Private,Staffing & Outsourcing,$100 to $500 million (USD),4.4, 2.5,3.2,"Indianapolis, IN"
1360,Netuitive,1360,1 to 50 Employees,null,Company - Private,Computer Hardware & Software,$1 to $5 million (USD),3.8, 4.0,4.7,"Reston, VA"
1361,Kalypso,1361,201 to 500 Employees,2004,Company - Private,Consulting,$50 to $100 million (USD),3.6, 2.8,3.7,"Beachwood, OH"
1362,YouGov,1362,1001 to 5000 Employees,2000,Company - Public,Research & Development,$100 to $500 million (USD),4.1, 2.8,3.9,"London, United Kingdom"
1363,SRC,1363,1001 to 5000 Employees,1957,Nonprofit Organization,Aerospace & Defense,Unknown / Non-Applicable,4.0, 2.5,4.3,"Syracuse, NY"
1364,Bankrate,1364,501 to 1000 Employees,1976,Company - Private,Internet,$100 to $500 million (USD),3.4, 2.7,4.1,"New York, NY"
1365,Foundation Medicine,1365,1001 to 5000 Employees,2010,Company - Public,Biotech & Pharmaceuticals,$100 to $500 million (USD),3.9, 2.9,4.2,"Cambridge, MA"
1366,NYSE,1366,1001 to 5000 Employees,1817,Subsidiary or Business Segment,Investment Banking & Asset Management,$25 to $50 million (USD),3.5, 2.8,4.0,"New York, NY"
1367,People Tech Group,1367,1001 to 5000 Employees,2006,Company - Private,IT Services,$10 to $25 million (USD),3.3, 3.0,2.4,"Redmond, WA"
1368,Bracket,1368,501 to 1000 Employees,2013,Company - Private,Biotech & Pharmaceuticals,$100 to $500 million (USD),3.1, 2.5,3.6,"Wayne, PA"
1369,People Pattern,1369,1 to 50 Employees,null,Company - Private,,Less than $1 million (USD),4.4,,,"Austin, TX"
1370,LGS Innovations,1370,,,,,,,,,
1371,Tresata,1371,1 to 50 Employees,null,Company - Private,IT Services,Less than $1 million (USD),2.3, 2.4,2.8,"Charlotte, NC"
1372,PACCAR,1372,10000+ Employees,1905,Company - Public,Transportation Equipment Manufacturing,$10+ billion (USD),3.2, 2.7,3.2,"Bellevue, WA"
1373,Athena Art Finance,1373,,,,,,0.0,,,
1374,LendingTree,1374,1001 to 5000 Employees,1996,Company - Public,Lending,$500 million to $1 billion (USD),3.6, 2.7,3.6,"Charlotte, NC"
1375,UFG Insurance,1375,1001 to 5000 Employees,1946,Company - Public,Insurance Carriers,$1 to $2 billion (USD),4.2, 2.5,4.4,"Cedar Rapids, IA"
1376,Millennium Collaborative Care,1376,1 to 50 Employees,null,Subsidiary or Business Segment,,Less than $1 million (USD),5.0,,,"Buffalo, NY"
1377,LONK,1377,,,,,,0.0,,0.0,
1378,Blackstraw,1378,1 to 50 Employees,null,Company - Private,,Less than $1 million (USD),4.2, 2.3,0.0,"Tampa, FL"
1379,Principal Financial Group,1379,10000+ Employees,1879,Company - Public,Investment Banking & Asset Management,$10+ billion (USD),3.9, 2.8,4.2,"Des Moines, IA"
1380,Capco,1380,5001 to 10000 Employees,1998,Company - Public,Consulting,$500 million to $1 billion (USD),4.0, 2.7,4.0,"London, United Kingdom"
1381,Elutions,1381,1 to 50 Employees,1994,Company - Private,Computer Hardware & Software,$1 to $5 million (USD),4.0, 3.2,3.8,"Tampa, FL"
1382,BlackSky,1382,51 to 200 Employees,1999,Company - Private,Aerospace & Defense,$50 to $100 million (USD),4.7, 3.0,4.0,"Herndon, VA"
1383,Pendo,1383,201 to 500 Employees,2013,Company - Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,3.9, 2.9,4.1,"Raleigh, NC"
1384,Con Edison,1384,10000+ Employees,1997,Company - Public,Utilities,$10+ billion (USD),4.0, 2.8,3.8,"New York, NY"
1385,PulsePoint,1385,51 to 200 Employees,2011,Company - Private,Internet,$100 to $500 million (USD),4.4, 2.6,4.5,"New York, NY"
1386,Rotella Capital Management,1386,1 to 50 Employees,null,Company - Private,Investment Banking & Asset Management,$5 to $10 million (USD),3.2, 3.0,3.3,"Bellevue, WA"
1387,CWT,1387,10000+ Employees,1994,Company - Private,Travel Agencies,$2 to $5 billion (USD),3.5, 2.8,3.2,"Amsterdam, Netherlands"
1388,Recursion Pharmaceuticals,1388,51 to 200 Employees,2013,Company - Private,Biotech & Pharmaceuticals,$1 to $5 million (USD),4.7, 2.9,4.6,"Salt Lake City, UT"
1389,Sutter Health,1389,10000+ Employees,1981,Nonprofit Organization,Health Care Services & Hospitals,$5 to $10 billion (USD),4.0, 2.8,4.1,"Sacramento, CA"
1390,Puget Sound Dispatch,1390,501 to 1000 Employees,null,Contract,Taxi & Limousine Services,Less than $1 million (USD),3.0,,,"Seattle, WA"
1391,Synaptein Solutions,1391,1 to 50 Employees,null,Company - Private,Accounting,Less than $1 million (USD),3.8,,,"Chantilly, VA"
1392,NIH,1392,10000+ Employees,1887,Government,Biotech & Pharmaceuticals,Unknown / Non-Applicable,4.2, 2.6,4.0,"Bethesda, MD"
1393,LHP Engineering Solutions,1393,201 to 500 Employees,2001,Company - Private,Consulting,$10 to $25 million (USD),3.7, 2.7,3.3,"Columbus, IN"
1394,Mars,1394,10000+ Employees,1911,Company - Private,Food & Beverage Manufacturing,$10+ billion (USD),4.0, 3.1,4.3,"Mc Lean, VA"
1395,Howard Hughes Medical Institute,1395,1001 to 5000 Employees,1953,Nonprofit Organization,Grantmaking Foundations,$2 to $5 billion (USD),4.6, 2.7,4.4,"Chevy Chase, MD"
1396,K+S,1396,10000+ Employees,1889,Company - Public,Mining,$2 to $5 billion (USD),4.0, 2.5,3.2,"Kassel, Germany"
1397,Erie Insurance Group,1397,5001 to 10000 Employees,1925,Company - Public,Insurance Carriers,$5 to $10 billion (USD),4.2, 2.8,4.6,"Erie, PA"
1398,AerNos,1398,1 to 50 Employees,null,Company - Private,Computer Hardware & Software,Less than $1 million (USD),2.7,,,"San Diego, CA"
1399,Fluxx,1399,51 to 200 Employees,2010,Company - Private,Enterprise Software & Network Solutions,$10 to $25 million (USD),3.7, 2.9,3.5,"San Francisco, CA"
1400,Monster Worldwide,1400,1001 to 5000 Employees,1994,Subsidiary or Business Segment,Staffing & Outsourcing,$500 million to $1 billion (USD),3.0, 2.7,3.7,"Weston, MA"
1401,Clever,1401,1 to 50 Employees,2017,Company - Private,Real Estate,Unknown / Non-Applicable,4.5, 3.3,4.5,"Saint Louis, MO"
1402,HashedIn Technologies,1402,501 to 1000 Employees,2010,Company - Private,IT Services,$10 to $25 million (USD),3.9, 3.5,5.0,"Bangalore, India"
1403,Apria Healthcare,1403,5001 to 10000 Employees,1924,Company - Private,Health Care Services & Hospitals,$2 to $5 billion (USD),3.1, 2.5,2.4,"Lake Forest, CA"
1404,Clairvoyant,1404,501 to 1000 Employees,2012,Company - Private,IT Services,Unknown / Non-Applicable,4.0, 2.8,4.0,"Chandler, AZ"
1405,Advance Digital Systems,1405,,,,,,3.5, 3.0,,
1406,Stack Overflow,1406,201 to 500 Employees,2008,Company - Private,Internet,$50 to $100 million (USD),3.3, 3.1,4.8,"New York, NY"
1407,Tempus Labs,1407,501 to 1000 Employees,2015,Company - Private,Biotech & Pharmaceuticals,Unknown / Non-Applicable,3.2, 2.8,3.0,"Chicago, IL"
1408,NYC Department of Finance,1408,201 to 500 Employees,null,Company - Public,,$10 to $25 million (USD),3.5, 2.4,3.8,"New York, NY"
1409,Signifyd,1409,201 to 500 Employees,2011,Company - Private,Enterprise Software & Network Solutions,$25 to $50 million (USD),4.8, 3.1,4.4,"San Jose, CA"
1410,MAP Health Management,1410,51 to 200 Employees,2011,Company - Private,Health Care Services & Hospitals,Unknown / Non-Applicable,4.2, 2.2,3.0,"Austin, TX"
1411,Northern Trust,1411,10000+ Employees,1889,Company - Public,Banks & Credit Unions,$2 to $5 billion (USD),3.8, 2.8,3.9,"Chicago, IL"
1412,Wattzon,1412,1 to 50 Employees,2008,Company - Private,Consulting,Less than $1 million (USD),5.0,,,"Mountain View, CA"
1413,Alibaba Group,1413,1001 to 5000 Employees,null,Company - Public,Computer Hardware & Software,$10+ billion (USD),3.9, 3.0,3.3,"Hangzhou, China"
1414,TeleSense,1414,1 to 50 Employees,null,Company - Private,Computer Hardware & Software,Less than $1 million (USD),4.1,,,"Sunnyvale, CA"
1415,Third Point,1415,51 to 200 Employees,1995,Company - Private,Investment Banking & Asset Management,$100 to $500 million (USD),4.1, 3.0,,"New York, NY"
1416,InCadence Strategic Solutions,1416,51 to 200 Employees,2009,Government,IT Services,$25 to $50 million (USD),4.8, 3.0,4.8,"Manassas, VA"
1417,Soleo,1417,51 to 200 Employees,null,Company - Private,Enterprise Software & Network Solutions,$25 to $50 million (USD),3.2, 3.0,2.8,"Victor, NY"
1418,Mckinsey Knowledge Center,1418,1001 to 5000 Employees,null,Company - Private,Consulting,Less than $1 million (USD),4.3, 3.4,0.0,"Gurgaon, India"
1419,ConnectedX,1419,1001 to 5000 Employees,null,Company - Public,,Less than $1 million (USD),4.2,,,"Plano, TX"
1420,Jewelers Mutual Insurance Company,1420,201 to 500 Employees,1913,Company - Private,Insurance Carriers,$10 to $25 million (USD),2.6, 2.6,4.3,"Neenah, WI"
1421,Ad Adapted,1421,1 to 50 Employees,2012,Company - Private,Advertising & Marketing,Unknown / Non-Applicable,4.6, 3.0,5.0,"Ann Arbor, MI"
1422,DataFactZ,1422,501 to 1000 Employees,2002,Company - Private,IT Services,$50 to $100 million (USD),3.8, 3.2,3.8,"Northville, MI"
1423,Mercy,1423,10000+ Employees,1871,Nonprofit Organization,Health Care Services & Hospitals,$100 to $500 million (USD),3.4, 2.7,3.7,"Chesterfield, MO"
1424,Bluprint,1424,,,,,,,,,
1425,Scottrade,1425,,,,,,,,,
1426,iRobot,1426,1001 to 5000 Employees,1990,Company - Public,Consumer Electronics & Appliances Stores,$1 to $2 billion (USD),3.8, 2.9,4.3,"Bedford, MA"
1427,Ticketmaster,1427,1001 to 5000 Employees,1976,Subsidiary or Business Segment,Ticket Sales,$100 to $500 million (USD),4.0, 2.6,3.9,"Los Angeles, CA"
1428,Cancer Genetics,1428,201 to 500 Employees,null,Company - Public,Biotech & Pharmaceuticals,$25 to $50 million (USD),2.4, 2.9,2.2,"Rutherford, NJ"
1429,Paragon Digital Services,1429,201 to 500 Employees,null,Company - Private,Advertising & Marketing,Less than $1 million (USD),3.3, 2.7,0.0,"Chennai, India"
1430,Phreesia,1430,501 to 1000 Employees,2005,Company - Public,Health Care Services & Hospitals,Unknown / Non-Applicable,3.7, 2.9,3.6,"New York, NY"
1431,Soochow Securities,1431,1 to 50 Employees,null,Company - Public,,Less than $1 million (USD),2.4,,,"Suzhou, China"
1432,Pindrop,1432,201 to 500 Employees,2011,Company - Private,Enterprise Software & Network Solutions,$50 to $100 million (USD),4.0, 2.9,4.0,"Atlanta, GA"
1433,Horizon Research,1433,1 to 50 Employees,null,Company - Private,Advertising & Marketing,$1 to $5 million (USD),2.9,,,"Chapel Hill, NC"
1434,Speedwell Holdings,1434,201 to 500 Employees,1996,Company - Private,Advertising & Marketing,$25 to $50 million (USD),2.9, 2.7,3.5,"Las Vegas, NV"
1435,Blizzard Entertainment,1435,1001 to 5000 Employees,1994,Subsidiary or Business Segment,Video Games,$1 to $2 billion (USD),3.6, 3.0,4.2,"Irvine, CA"
1436,Miami Heat,1436,1001 to 5000 Employees,1987,Company - Private,Sports & Recreation,Unknown / Non-Applicable,4.3, 2.7,3.0,"Miami, FL"
1437,Cape Analytics,1437,51 to 200 Employees,2015,Company - Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,5.0, 2.5,3.3,"Mountain View, CA"
1438,Biodesix,1438,51 to 200 Employees,2007,Company - Private,Biotech & Pharmaceuticals,$25 to $50 million (USD),4.2, 2.7,4.8,"Boulder, CO"
1439,Novelis,1439,10000+ Employees,2005,Subsidiary or Business Segment,Metal & Mineral Manufacturing,$10+ billion (USD),3.7, 2.7,3.9,"Atlanta, GA"
1440,SRP Systems,1440,,,,,,3.0,,3.0,
1441,Glam,1441,,,,,,,,,
1442,Amica Insurance,1442,1001 to 5000 Employees,1907,Company - Private,Insurance Carriers,$1 to $2 billion (USD),3.5, 2.7,4.2,"Lincoln, RI"
